Borrower_ID,Age,Annual_Income,Credit_Score,Loan_Balance,Delinquency_Status,Primary_Channel,Region,Loan_Type
FDTRC85,72,57370,749,42737,60-89,IVR,MW,Federal
JX9A1PR,55,69915,667,43438,Current,Web,W,Consolidation
CEAAE5E,61,24417,664,1741,30-59,IVR,S,Private
NS6UV3F,50,86090,668,55922,90+,Agent,W,Consolidation
VMEFOZT,50,81191,699,33580,60-89,Web,S,Federal
J5MS20T,65,54945,735,8406,1-29,Agent,MW,Consolidation
5WRYESU,28,58961,659,48494,90+,Agent,S,Federal
GWW4FYB,34,52097,586,33039,60-89,Mobile,W,Federal
N6SM5RR,47,43657,664,7492,60-89,Web,MW,Consolidation
H1NYKS9,62,56914,686,53602,60-89,IVR,S,Federal
1EAF3IH,45,89014,646,7308,Current,Web,W,Private
GANL816,56,44610,662,17083,90+,Mobile,MW,Private
CQ99CHJ,19,42125,702,67925,90+,Mobile,S,Consolidation
Z6FP9XA,58,80616,704,29879,1-29,Web,MW,Consolidation
2MYAXKE,73,27572,712,41636,60-89,Agent,MW,Private
YZMX3P5,28,25484,696,19477,60-89,Web,NE,Private
X6ZIE5A,55,76918,698,36187,30-59,Agent,W,Private
D6ARW4Y,18,74302,681,17345,90+,IVR,MW,Federal
AQ6XCBU,73,24833,692,59869,90+,Agent,W,Consolidation
OFMAOK8,65,40245,811,15268,90+,Agent,S,Private
XIKVREC,29,60581,732,0,60-89,Web,W,Private
QIJC1YD,47,60640,704,3955,30-59,Agent,S,Federal
H0RFIUP,43,12000,626,0,1-29,Agent,MW,Consolidation
QH6FATL,55,70843,710,17937,1-29,Mobile,MW,Private
GPATP7C,63,70581,676,20994,1-29,IVR,W,Private
6OB3DB2,56,68599,597,45553,30-59,IVR,MW,Federal
3W4WITR,55,52292,603,35868,60-89,Web,MW,Federal
8EDJM7W,19,60995,700,24560,90+,Mobile,S,Consolidation
HH62MYZ,70,38295,690,30196,90+,Agent,W,Federal
5GKZJRU,68,12000,627,32459,90+,Mobile,MW,Federal
W8IVI3R,70,25301,738,62008,1-29,Mobile,MW,Consolidation
RSLNMMW,35,59540,513,19611,60-89,Agent,S,Consolidation
DPUH4GB,75,29713,706,14708,60-89,Web,MW,Federal
JBQPLBN,38,25566,763,0,30-59,Agent,W,Federal
VOPTNNY,20,37580,639,28679,60-89,IVR,W,Federal
2QJI47J,61,47352,710,54698,90+,IVR,S,Federal
CFFF8TX,53,24541,673,29480,60-89,Web,NE,Federal
CGL28DL,29,51799,603,8596,30-59,IVR,NE,Private
7LYXOME,19,47911,680,22794,Current,IVR,NE,Consolidation
NSRTWLX,71,79019,785,23595,60-89,Mobile,MW,Private
XNECRYS,58,28730,609,15529,30-59,IVR,S,Consolidation
D1SD44W,28,38405,729,0,60-89,IVR,MW,Consolidation
AQHCB82,67,75714,706,53596,90+,Web,W,Private
R7VGRF1,67,40520,606,23897,60-89,Agent,NE,Federal
RG1L1V6,45,49735,744,0,30-59,Mobile,W,Private
8UZLN25,64,78576,654,17588,Current,Agent,MW,Consolidation
4R4UT6F,73,36703,561,8924,90+,Mobile,W,Private
ANPA4SX,57,52253,811,29640,1-29,Agent,MW,Federal
7GG6CEQ,26,51685,709,16586,60-89,Web,NE,Federal
AJEHXRW,47,39665,743,0,90+,IVR,W,Consolidation
I0TUEY6,53,51298,741,12664,30-59,Web,W,Private
Z8V9C1C,28,98483,651,45008,Current,Agent,W,Private
IDLSWZU,70,76326,676,44063,Current,IVR,NE,Private
27O19QT,61,52192,663,26749,30-59,Agent,NE,Federal
00IALS1,57,67534,663,25106,60-89,Mobile,MW,Consolidation
GTUH08L,49,79330,707,2387,60-89,Web,NE,Consolidation
B1QX6GV,28,43265,636,22016,90+,Agent,NE,Federal
AWLAR0W,73,59480,613,26359,30-59,IVR,NE,Consolidation
G9I76GO,65,55987,702,19317,30-59,Web,MW,Federal
JDKEI5Q,75,55507,618,7817,90+,Web,S,Federal
XXAIJ5H,39,53744,616,0,60-89,IVR,NE,Private
LZG3RBE,31,81205,761,30508,Current,Mobile,W,Consolidation
NW0F3CS,54,41549,579,23009,30-59,Web,NE,Private
03Y3PAW,51,12000,608,48492,60-89,IVR,W,Federal
7SYR7S9,30,110540,657,21546,Current,Agent,MW,Consolidation
KGLC669,62,44888,656,28493,90+,Mobile,S,Consolidation
TDSDJT3,75,67013,561,32174,90+,Agent,NE,Consolidation
G3DP4FM,49,82170,631,7916,1-29,IVR,W,Federal
K2VPAJS,36,66269,691,41503,1-29,Web,S,Private
P41YB60,38,70800,679,0,1-29,Web,MW,Consolidation
U8EZKXQ,32,53055,786,24489,60-89,IVR,W,Consolidation
RL0YB9C,46,27235,699,12806,30-59,Web,MW,Federal
KZREZRD,35,66273,546,29925,30-59,Agent,W,Private
RRVXJVX,21,63128,615,27445,90+,Web,W,Private
58GEEJG,22,24267,688,24543,60-89,Web,NE,Federal
X1FDJ9H,65,68012,647,26194,1-29,IVR,W,Federal
DST7INU,29,25251,696,11308,30-59,IVR,MW,Private
9MWTRWX,42,27036,631,38982,Current,Web,W,Federal
1LTOLEI,52,29227,744,8761,60-89,Mobile,NE,Federal
382O4QF,35,44691,722,19244,30-59,Agent,W,Federal
SMSSF83,66,31170,626,3017,90+,Mobile,S,Federal
UDQVDK6,57,50707,651,32152,60-89,IVR,MW,Federal
0ZIUQ6Q,20,72504,652,5228,60-89,IVR,W,Federal
BVXSOGB,72,62503,740,32837,30-59,Agent,S,Consolidation
6LUU6IF,52,43838,714,39656,60-89,Agent,W,Federal
NK4OWD1,40,76641,742,29366,60-89,Mobile,W,Federal
GM7Q6LF,44,63110,798,48121,1-29,IVR,NE,Consolidation
59917V3,36,52431,661,26517,Current,Mobile,MW,Federal
J9IORYP,30,49047,611,53535,30-59,Agent,W,Consolidation
DNP7WLY,27,47678,681,44636,60-89,Mobile,NE,Federal
N70W1PF,59,33379,691,64658,Current,Mobile,MW,Federal
ITWPLA6,18,35859,714,27865,1-29,Mobile,NE,Federal
T9NGQ6T,44,43142,756,12001,30-59,Web,NE,Private
9ONQYQP,68,49733,644,0,Current,IVR,NE,Federal
IEW6OR6,39,75362,678,30044,90+,IVR,W,Private
65LA8HH,57,44492,683,43343,Current,IVR,W,Consolidation
VO2Y93F,32,76152,694,12462,Current,Web,S,Federal
AX29W7R,25,38142,709,35097,90+,Mobile,NE,Private
NYA3S9U,27,50900,603,35653,60-89,Web,MW,Private
UNQR8O1,34,32378,557,32755,30-59,Web,MW,Federal
A6M9682,51,86462,714,48854,90+,IVR,MW,Private
8PL3M87,33,48068,748,47556,90+,Agent,S,Consolidation
HMEWCJN,66,55117,739,47065,60-89,Agent,NE,Private
2F14M6M,67,41748,636,6840,60-89,Web,MW,Private
MJ9N6EQ,52,49886,672,8330,90+,Agent,S,Consolidation
TNXJVIH,74,58331,631,0,90+,Agent,NE,Consolidation
LLE4A2G,29,49311,695,50405,90+,Web,NE,Federal
QYDQ4JE,46,32522,729,52786,Current,Web,NE,Consolidation
0ROCMQX,56,34862,676,41313,90+,Agent,W,Private
BEJAGX3,21,70307,701,30624,60-89,Agent,MW,Federal
SH3TOW4,42,12020,572,31081,30-59,Agent,NE,Consolidation
AXS88UA,58,86250,725,1562,30-59,IVR,NE,Federal
2WHZ3M2,38,120282,636,59771,Current,IVR,W,Private
84CJX3J,67,44398,678,5676,Current,Mobile,NE,Federal
7CUWB3E,71,30541,683,61813,1-29,Agent,NE,Federal
4PEGJKS,67,24799,634,0,90+,Mobile,MW,Federal
DTTNOOG,37,31100,679,35286,60-89,Agent,S,Federal
VKC5BNZ,39,12053,629,70335,1-29,Mobile,W,Private
INDLFDT,46,41376,719,35896,Current,Agent,S,Federal
6UDOJY6,33,69136,701,31947,60-89,Web,W,Federal
SD0NKVD,34,53051,790,65277,60-89,Web,S,Federal
Z6146VE,60,72059,573,25952,30-59,IVR,S,Private
GILM0WH,53,12000,703,22426,Current,IVR,W,Federal
2ELALQ2,65,50155,719,16693,30-59,Mobile,NE,Consolidation
S8BH95H,39,69513,646,36003,Current,IVR,NE,Federal
DIB0SXG,35,49569,617,0,30-59,IVR,W,Federal
IE0X2HZ,25,12000,660,40856,90+,Mobile,MW,Consolidation
EW4P220,31,64183,697,0,1-29,IVR,S,Federal
QQQ5L2X,71,64379,725,33314,Current,Agent,MW,Private
OH7QLH5,74,83962,654,29940,Current,Web,W,Federal
CW2LBM2,26,37309,705,11301,Current,IVR,W,Consolidation
J5YE8WH,32,59036,667,25834,Current,Mobile,NE,Private
U9HN0PJ,45,26605,633,29667,90+,IVR,S,Private
3UGB5MC,42,79918,726,31538,1-29,IVR,NE,Private
WU7SA7I,22,25726,726,26450,90+,Agent,W,Consolidation
T43TUYK,44,66687,685,28703,1-29,Mobile,S,Federal
SQ790VO,29,16937,643,48057,90+,IVR,W,Private
AKEF72A,71,46711,703,33566,30-59,IVR,NE,Private
2PGYME6,41,71733,814,18307,30-59,Mobile,W,Federal
QB7R77I,29,34066,695,12992,1-29,IVR,NE,Private
KIPDHSP,32,39042,644,37142,1-29,Agent,MW,Private
BI3RHK7,20,42912,728,0,90+,Agent,W,Consolidation
DIJFZQA,60,51455,682,7634,90+,Web,NE,Federal
E1GTDY1,67,43099,685,51621,60-89,Web,MW,Federal
FTMJN8B,72,62020,677,25117,60-89,IVR,MW,Private
DECO8VX,61,46204,668,24058,Current,Web,NE,Federal
GMMIHHJ,53,82756,698,38626,30-59,Mobile,S,Federal
TM1MTCH,22,49157,675,16374,1-29,Agent,NE,Federal
BDSHC98,56,67355,633,13397,30-59,Web,S,Federal
D6FWUNI,60,61705,528,14024,60-89,Web,S,Federal
C5PNEDL,47,45521,652,23072,60-89,Mobile,W,Consolidation
NQXUC1P,31,56505,719,9695,Current,Agent,W,Federal
01JD1BJ,61,28397,778,15553,90+,Web,S,Private
ZFFGHF3,65,59778,663,27297,60-89,IVR,NE,Consolidation
IRIIQUS,30,74279,734,30606,60-89,Mobile,NE,Consolidation
6PKSCU6,63,32159,634,17499,60-89,IVR,W,Consolidation
TVFUIY1,58,45428,699,51857,Current,Mobile,MW,Federal
6FL0RKG,34,50158,685,47968,90+,IVR,MW,Private
CCB2HPU,57,43944,735,26098,90+,Agent,NE,Private
QYBG880,37,46599,641,2296,60-89,Web,W,Federal
WEF7R1B,39,48684,695,35263,90+,Mobile,NE,Private
Y4KL9AR,27,67058,675,15521,Current,IVR,MW,Private
NO6CYSV,67,57645,675,49826,Current,Agent,W,Private
IKIWB5Y,18,39935,605,39973,30-59,Mobile,S,Federal
R07VPPM,34,84510,720,51508,Current,Agent,W,Private
ELIVWOE,40,12000,775,30183,60-89,Web,S,Consolidation
R7Z3UOR,67,39239,656,20537,1-29,Mobile,S,Federal
765ZC9H,27,39153,697,20144,60-89,IVR,NE,Federal
QSR7SH2,35,54544,792,23470,90+,Mobile,NE,Federal
SBI4Q2Y,27,65511,616,0,30-59,Agent,W,Consolidation
ZVYEC5U,59,80504,726,0,60-89,Agent,S,Consolidation
0PV7TIQ,21,39244,693,6509,30-59,IVR,MW,Private
I3URNJE,40,52809,821,42537,90+,IVR,S,Federal
1JCZLXO,28,12000,659,7459,Current,Mobile,NE,Private
RG5ASCC,44,31439,812,22790,1-29,Agent,W,Federal
Z117IB2,61,12000,709,14328,30-59,Agent,MW,Private
EWSM91K,49,51482,749,14133,30-59,Mobile,NE,Federal
PPJ590E,30,12000,682,25437,90+,IVR,MW,Federal
PPOAU8P,51,48764,682,4253,60-89,Agent,S,Federal
XVX1BL6,59,12000,642,31114,90+,Web,S,Consolidation
CYDCTQ1,67,37531,650,32239,90+,Agent,NE,Federal
H2MPGL9,50,28097,729,44280,90+,Web,S,Federal
X9P81GC,57,100304,710,12313,1-29,Mobile,W,Private
Q3VRF8M,18,29375,699,27583,90+,Agent,NE,Consolidation
YH1FKJ4,59,78512,704,36145,60-89,Web,MW,Federal
1POXRTE,46,67478,721,0,1-29,Web,NE,Private
NVG3KK0,67,33874,746,13746,90+,IVR,MW,Consolidation
TO9NXXK,42,49534,668,23747,60-89,Mobile,MW,Consolidation
GNMBY49,64,64480,679,61520,90+,Mobile,NE,Consolidation
6TX0TBK,25,80368,608,65368,30-59,IVR,NE,Private
MVHPL2I,33,41762,773,0,60-89,Mobile,MW,Consolidation
NENWIZ9,25,85546,775,14186,1-29,Agent,MW,Consolidation
AQ7QHAK,58,42971,701,40803,1-29,IVR,NE,Consolidation
5W67FAA,62,33537,760,40317,90+,Agent,MW,Federal
1HBX7VE,53,38754,668,47824,1-29,Web,MW,Private
14VE92M,67,33468,660,28163,90+,Agent,MW,Consolidation
VI1V0I8,48,28316,542,10922,30-59,Mobile,S,Private
5LP9C5S,62,53334,627,18354,Current,Agent,W,Consolidation
HQ403IV,42,53986,722,27407,30-59,Mobile,W,Private
D6T5Y7F,32,76057,674,0,90+,IVR,W,Private
D05AQRJ,60,44323,698,20457,90+,Web,NE,Federal
BW1GIX5,68,39369,654,39101,Current,IVR,S,Private
L2L5B56,60,31175,709,3756,1-29,Web,NE,Private
QEIRO08,70,42415,595,0,60-89,Web,NE,Private
JUKQ22T,57,50747,628,31155,Current,Web,NE,Private
4Y2LR0J,39,24937,683,9758,30-59,Mobile,W,Federal
5U2486D,36,46868,650,52279,90+,Mobile,NE,Federal
5IZOLNN,63,47030,673,0,1-29,Web,W,Private
LST5488,20,39781,681,36262,1-29,IVR,S,Private
8DAQPMB,19,80466,813,23112,30-59,IVR,S,Federal
BL4CE7P,69,45148,640,61901,1-29,Mobile,S,Private
FRBOO70,75,58050,679,43634,90+,IVR,W,Private
C4NR1H6,28,73330,645,23878,90+,IVR,NE,Federal
89HVELD,70,72277,685,18327,90+,IVR,MW,Consolidation
IMQ5GLH,26,47779,733,27923,Current,Web,S,Federal
JG2Y8RG,18,68442,646,23480,Current,Web,MW,Private
PI3GSBC,63,62926,792,69481,90+,Agent,S,Consolidation
PJ0MMUG,28,45735,619,40509,30-59,IVR,W,Federal
5WRSWG5,74,67978,717,38334,30-59,Mobile,NE,Private
ODSU9F1,63,49358,622,22265,Current,Mobile,NE,Federal
QW35F5S,73,29677,693,29039,1-29,Mobile,S,Federal
GA3D7C8,45,79797,616,20087,60-89,Web,MW,Consolidation
2Q4QERX,67,39936,830,26132,30-59,Mobile,S,Private
YTKS1F3,47,43624,635,0,60-89,Agent,S,Private
9X6REAV,53,38514,565,19106,60-89,Web,NE,Consolidation
ES1KL5E,53,27715,722,32580,Current,IVR,W,Federal
9AC9T6P,68,32554,656,38033,60-89,Web,W,Federal
ZZF8ADF,44,59977,602,28345,30-59,IVR,MW,Consolidation
WZG1FYU,55,57437,696,34855,Current,Agent,MW,Private
Q2P014X,41,92350,730,11745,Current,Web,MW,Federal
NTCUNBD,24,36059,675,30922,1-29,IVR,W,Federal
2IDUXMK,28,55298,660,1817,30-59,Mobile,NE,Private
RVXQ51W,48,42909,680,0,Current,Mobile,W,Consolidation
U1G463S,65,79993,639,31410,60-89,Web,W,Federal
520UPRB,73,55430,707,50637,30-59,IVR,S,Consolidation
HKN2VIR,18,61172,675,0,30-59,Mobile,MW,Federal
EQERFTN,72,53874,698,29135,30-59,Mobile,S,Private
BW4QL7K,38,70987,623,21174,60-89,IVR,NE,Federal
2FS1O7D,49,25120,734,2442,1-29,Web,NE,Consolidation
DNHU0FI,19,48002,748,0,60-89,Mobile,S,Consolidation
B3WYZXJ,63,47072,700,40601,90+,IVR,NE,Private
JWH55HE,28,49554,645,0,90+,IVR,MW,Private
AHZA9T0,48,48957,641,0,1-29,Web,NE,Private
YS2N3K8,30,60913,709,25624,30-59,Mobile,W,Private
WQVU9OU,58,76136,693,35530,30-59,Mobile,MW,Consolidation
F9YECAZ,19,42594,754,33904,30-59,Mobile,NE,Consolidation
D1T2BAS,67,37192,780,0,1-29,Web,MW,Federal
WTXJLVB,61,50494,686,22231,60-89,IVR,W,Federal
PRGAP6O,32,57353,754,28729,60-89,Mobile,MW,Federal
Q9C61BR,51,90966,654,16724,Current,Web,S,Consolidation
A6BMLA4,72,12000,621,33517,90+,Web,S,Consolidation
EL8SVOX,29,39262,699,37195,90+,Agent,NE,Consolidation
Z2C9ROS,21,46719,751,11806,30-59,Agent,W,Consolidation
31FI0N6,21,87336,654,49180,30-59,IVR,NE,Federal
YESNZOJ,18,74160,755,29164,1-29,Web,S,Consolidation
XYOUHIF,60,44733,727,6041,90+,Mobile,S,Consolidation
DYK0X65,20,54602,700,0,1-29,Agent,W,Federal
7K98XVI,31,48251,660,38110,1-29,Agent,S,Consolidation
RRMVCDW,55,70183,698,13162,30-59,Mobile,MW,Consolidation
8KZX7O2,18,73928,730,0,1-29,Mobile,S,Consolidation
FWI45A4,71,75491,740,49311,1-29,Agent,MW,Private
OB867KB,23,76168,710,29274,30-59,IVR,S,Private
S55J2O7,25,45858,667,43482,1-29,IVR,MW,Consolidation
OJDUX3V,21,42696,675,15570,1-29,Agent,MW,Federal
05DWJAT,53,38247,590,16026,90+,Agent,NE,Private
VBA43IJ,21,74789,756,35830,30-59,Agent,W,Federal
IQ2FA39,21,61979,616,21742,60-89,Web,MW,Private
V16XEGH,54,60017,676,23055,60-89,IVR,NE,Federal
PK0ZFKN,29,65814,695,54858,90+,Mobile,NE,Private
N3JKT1C,70,51878,705,51976,90+,Mobile,W,Consolidation
9LZS34J,53,28094,623,8368,Current,IVR,S,Federal
WPFCNCA,74,91080,705,17156,Current,Web,NE,Consolidation
0RKW7CI,28,88541,628,32101,30-59,Web,NE,Consolidation
U863DH9,25,41170,669,37201,1-29,Web,W,Federal
1DE1YU9,67,19544,714,74705,30-59,Web,S,Federal
K33S5R2,18,70348,715,10801,90+,Mobile,S,Private
X7PNV7H,30,17084,631,43921,Current,Mobile,MW,Consolidation
ZU2NACO,72,77884,591,3927,30-59,Mobile,W,Federal
AZUN6FH,52,32938,756,39773,1-29,Web,W,Consolidation
9L3H03Z,71,28086,692,14100,90+,Web,NE,Consolidation
UTHO696,51,23417,741,36999,30-59,IVR,W,Federal
CQFMUIW,48,98061,596,19126,Current,Mobile,MW,Federal
F2SABVO,50,54283,662,21566,90+,IVR,MW,Consolidation
IOL3QRD,24,22791,718,32080,90+,Agent,MW,Consolidation
D8U8NOZ,39,46679,686,9863,90+,IVR,NE,Consolidation
OG4C8J6,25,30969,751,34083,1-29,Web,MW,Private
3S8PGBZ,75,35199,608,13772,30-59,IVR,NE,Consolidation
OZ2IMB3,36,12000,675,31601,90+,Mobile,MW,Federal
KAH8OXE,24,52949,702,37994,60-89,Agent,MW,Federal
JJ30TLD,47,82486,604,32326,60-89,Web,MW,Consolidation
9OJRGHR,50,94611,626,31954,1-29,Web,NE,Consolidation
LGDVC2G,55,55138,677,50274,30-59,IVR,NE,Federal
VHO8KTO,71,42124,722,46510,60-89,Mobile,NE,Consolidation
XXHZ6ZM,28,65745,646,46918,90+,IVR,NE,Federal
8R1Z4QT,45,33027,690,27702,60-89,Mobile,MW,Consolidation
8OPEVHT,41,29829,708,23745,30-59,IVR,W,Federal
9BY8NHQ,36,39782,681,26968,1-29,IVR,MW,Federal
7GQJT51,21,86998,675,0,90+,IVR,S,Consolidation
XGPB204,69,49108,603,41417,30-59,Mobile,W,Consolidation
FG3MWU4,23,28479,734,38009,Current,Web,NE,Private
MJMBFOG,73,47732,687,8578,Current,IVR,NE,Consolidation
WLIUVJ4,69,31807,701,57583,30-59,Agent,W,Private
OB6KB9Z,75,52473,720,29980,90+,IVR,S,Private
79V37PR,43,91887,682,29243,Current,Mobile,S,Consolidation
PHYKIZ8,29,39094,706,52908,1-29,Mobile,MW,Private
D6VNXNP,65,50724,634,30080,60-89,Web,S,Private
AYM9Q11,36,42771,737,38079,1-29,Agent,NE,Private
VNNVBZW,73,41255,758,17911,90+,Web,NE,Consolidation
D97QQ1Q,26,89436,701,57642,1-29,Web,NE,Federal
Q17DEHE,56,28553,633,16256,1-29,Web,MW,Federal
23RHU1R,40,69869,603,0,60-89,Web,W,Private
D48EEGE,61,36003,653,45122,Current,Agent,NE,Consolidation
KFLAB0Q,75,28169,670,12015,Current,IVR,W,Federal
6OCSVS1,41,51717,662,0,60-89,Mobile,S,Private
YKFX8WB,41,75982,645,26098,1-29,Agent,MW,Consolidation
3P91I3V,32,34735,750,27507,Current,IVR,W,Consolidation
1P7XHZ2,50,37628,661,59722,1-29,Agent,MW,Private
R1YXR2D,48,81247,717,49302,60-89,Web,MW,Consolidation
NZGBLQK,21,78444,741,33647,90+,Agent,S,Federal
5E742GR,54,52046,750,41413,60-89,Mobile,MW,Consolidation
PG4GKS6,48,51656,633,22124,Current,IVR,MW,Consolidation
PTKFTUW,55,44680,671,37186,1-29,Agent,MW,Consolidation
NY181AC,23,29534,608,48467,30-59,IVR,NE,Consolidation
V09AMPT,38,103266,725,38482,Current,IVR,NE,Federal
MKMK9U9,60,41653,692,23457,90+,Mobile,S,Consolidation
DHGZZ0J,37,53013,727,46298,90+,Web,S,Private
57BMTT7,28,89194,651,0,Current,IVR,NE,Consolidation
C94TWKC,29,46034,721,28448,60-89,IVR,W,Consolidation
HQW69XH,63,48209,668,14358,60-89,Mobile,W,Private
GBJWAVL,65,55375,660,39987,1-29,Web,W,Federal
FDBM1SW,73,12000,676,54697,30-59,IVR,NE,Private
1HGAV42,21,56298,660,31815,1-29,Agent,MW,Federal
6JJTB8Q,41,26924,667,43408,30-59,IVR,S,Consolidation
GJCJ5DO,53,49745,752,6275,Current,Agent,W,Federal
09HZBGT,60,33750,712,47433,90+,Mobile,NE,Federal
DLOGWLA,30,80713,659,48301,Current,Web,S,Federal
8GGHTV3,26,90529,621,47891,Current,Web,S,Private
32O4H1I,63,39509,672,58719,30-59,Agent,S,Private
MPRGAAO,51,44180,736,39845,90+,Agent,S,Consolidation
WK8R2YK,32,33444,683,29353,60-89,IVR,S,Federal
EOTHCW1,48,21732,746,32797,30-59,IVR,NE,Consolidation
3T7C69B,22,31447,659,55134,Current,Mobile,MW,Private
1UMTCB7,62,100696,519,25915,Current,Mobile,W,Private
AAOO91O,41,29522,634,25969,60-89,Agent,S,Federal
LCGQLLX,51,54227,688,27410,30-59,IVR,NE,Private
9LHALCK,48,30704,722,68074,1-29,Web,W,Federal
R39IIXH,39,53314,671,15879,Current,Web,NE,Consolidation
SWVTQQK,37,35250,648,8378,90+,Agent,NE,Federal
N2Y8FV2,34,88252,782,13081,1-29,Mobile,NE,Private
CX8G4XU,68,79944,772,6934,30-59,Agent,MW,Federal
6NLM4GL,57,88427,724,39223,90+,IVR,S,Federal
3BQ6FWS,43,31079,495,32131,30-59,Web,MW,Private
NUAJPBP,31,47352,673,57859,90+,Agent,NE,Private
GXQSRLX,29,58810,676,27716,1-29,Web,NE,Consolidation
OQJ6G6C,34,32976,623,0,1-29,Agent,MW,Private
4RBBNOM,72,62279,594,54296,60-89,IVR,W,Consolidation
2HK724D,27,30678,570,36007,30-59,Mobile,NE,Private
9RSW8KB,36,41215,712,39232,90+,Agent,NE,Federal
G3IX27K,43,52354,544,46204,90+,Web,W,Consolidation
6XJJERE,43,44096,605,3399,90+,Web,S,Private
6GFXAMH,21,51329,734,66494,90+,IVR,S,Private
LJXGD3U,37,45758,712,23885,30-59,Agent,W,Private
24UNFTW,49,106583,685,24466,Current,Mobile,MW,Consolidation
0S1F537,29,63655,726,16443,30-59,Mobile,MW,Federal
83O3NYM,56,57629,676,13201,Current,Web,MW,Consolidation
LJVGSCD,34,87828,659,22837,30-59,Agent,W,Consolidation
3B9SO0U,50,52093,679,0,60-89,Agent,NE,Private
1I5DP13,35,82601,682,72414,Current,Agent,NE,Private
G3C36F5,27,46761,537,9080,90+,Mobile,NE,Consolidation
OE5IOMQ,29,37594,741,2634,90+,Web,S,Federal
0Z86HEV,75,62989,756,47022,60-89,Mobile,MW,Private
UIDVJPS,19,61622,643,44855,30-59,Agent,NE,Federal
MAYTXLA,71,40372,675,8613,1-29,Web,NE,Private
D5JADFY,57,42403,595,28778,30-59,IVR,W,Private
MQVFLGH,19,23013,708,37776,30-59,Mobile,S,Federal
HYB7TH3,18,39841,601,8963,30-59,Agent,MW,Federal
W24WJT8,24,75821,568,24371,90+,IVR,NE,Private
0VK99JZ,65,40554,700,46308,1-29,IVR,MW,Consolidation
SPAJLRC,36,51091,731,16845,1-29,Agent,NE,Private
S9W8AX6,32,78581,793,0,1-29,Mobile,MW,Private
NRSHFCA,68,54159,653,56700,30-59,Mobile,NE,Private
XK31WBH,24,25415,709,0,90+,Mobile,W,Private
6F7761X,20,42431,713,14402,60-89,Mobile,W,Consolidation
JJQ9K6R,22,32457,733,21266,60-89,Web,S,Consolidation
FHH54S4,45,24460,731,24099,60-89,Agent,MW,Private
07PUD6W,59,86963,663,52360,30-59,IVR,NE,Federal
NMTMUD6,21,44979,805,0,30-59,Mobile,NE,Private
1F9LQ6W,56,43763,664,17241,1-29,Web,W,Consolidation
G24GVA3,46,33948,673,32581,Current,Web,S,Consolidation
Q2MHI7O,64,58333,595,30773,90+,Mobile,W,Consolidation
LI72W4O,19,12449,691,14349,Current,Mobile,S,Private
0C3BX6I,65,51690,699,36188,90+,Agent,MW,Federal
FDR756S,45,66023,678,29308,Current,Agent,NE,Private
0UR5L8A,47,39300,623,1765,90+,Mobile,MW,Federal
V4L9L7T,59,141788,659,32489,1-29,Agent,NE,Private
U943FWJ,20,59926,628,4381,90+,IVR,W,Consolidation
1RCAUM6,34,54078,731,21044,90+,Web,S,Federal
XM8BVZL,64,13631,701,43667,60-89,IVR,MW,Private
77WRMM2,33,56534,672,38071,60-89,Web,W,Federal
THRUU5E,18,70444,639,44849,60-89,Web,W,Federal
GOUIFEZ,28,59025,681,44829,60-89,Mobile,W,Federal
15U50FH,35,72040,729,8841,60-89,IVR,MW,Private
32ORWIX,24,33003,672,18149,60-89,Mobile,NE,Federal
D6IH10E,75,55764,696,0,30-59,IVR,S,Consolidation
SYKQVOX,57,36170,705,10358,Current,Web,MW,Private
H0Z1EUW,31,12000,751,31093,1-29,Agent,W,Federal
I670NJE,40,72467,676,42712,60-89,Agent,S,Private
UTCNOWE,20,77996,709,50918,60-89,Web,W,Private
G46K9Y8,50,39135,675,628,60-89,Mobile,S,Consolidation
A95JEE6,63,56468,657,30282,1-29,IVR,MW,Private
67MC25F,69,22861,727,43849,60-89,IVR,NE,Private
3T60RJI,18,54346,649,36115,90+,Mobile,MW,Private
X75UHNA,41,48675,739,29851,1-29,Agent,MW,Private
M4EFS17,35,40927,625,3147,90+,Agent,W,Federal
F3GQ7P7,71,43617,608,23227,30-59,IVR,NE,Private
LP4VN2V,29,103512,814,40964,Current,Web,MW,Federal
OS87MVZ,31,40766,653,68437,60-89,Web,NE,Consolidation
AT9MX2X,32,53742,600,44086,30-59,Mobile,MW,Consolidation
3A8N5D3,67,49630,737,52918,30-59,Web,MW,Consolidation
GACEPL2,40,29017,628,10562,Current,IVR,S,Private
69620ZX,49,34855,613,301,60-89,Web,NE,Private
40SQCNF,36,16579,704,38198,30-59,Web,NE,Consolidation
TZY5IK1,22,50278,667,25490,30-59,Mobile,MW,Federal
WFIAJIJ,40,66029,719,62102,90+,IVR,S,Federal
9Q8WHT3,25,36487,649,46452,60-89,IVR,S,Federal
O9IH4O8,53,34383,676,15343,60-89,Agent,S,Private
1HE9WIE,66,55158,633,30712,1-29,Mobile,W,Consolidation
7IZVA3T,69,68727,715,19532,60-89,Agent,S,Private
H3RPRGY,74,64924,677,60627,60-89,Agent,NE,Consolidation
27S9BU1,25,90592,689,58988,Current,Agent,W,Private
25N8L6V,66,48227,607,66314,60-89,Agent,NE,Consolidation
WO6NLPV,33,58958,671,0,90+,Agent,W,Federal
GVZ9AAW,70,64531,776,0,1-29,IVR,MW,Federal
U4BMRCO,34,51094,679,27376,1-29,Agent,MW,Federal
