Borrower_ID,Age,Annual_Income,Loan_Balance,Credit_Score,Monthly_Payment_Amount,Amortization_Ratio,Engagement_Recency,Delinquency_Status,Region,Primary_Channel,Loan_Type,SAVE_Tranche
W307HIQ,42,81597,43350,713,57,108.9,Never,90+,MW,Web,Consolidation,T3
KYOB6FO,46,86462,48785,731,332,106.0,<30d,30-59,NE,Web,Federal,T2
NQJQJCN,58,53180,37025,705,414,98.8,>1yr,60-89,NE,Web,Consolidation,T4
BGE0PFA,67,33355,3853,653,267,112.4,>1yr,60-89,MW,Mobile,Consolidation,T2
923BC2A,28,67922,61663,642,105,101.4,Never,1-29,NE,Web,Consolidation,T5
8KCXSPB,31,61398,63416,696,380,105.1,1-12mo,30-59,MW,Mobile,Consolidation,T2
078HAJQ,54,51585,66742,737,110,101.3,>1yr,Current,NE,Agent,Federal,T6
CQOXH9H,45,57427,51744,750,70,110.8,Never,30-59,NE,IVR,Federal,T3
YM6N7CU,57,56919,62887,714,164,100.3,Never,Current,W,Agent,Consolidation,T5
UYRQRRC,49,21460,41050,677,84,108.8,1-12mo,30-59,NE,Web,Consolidation,T3
E672P7M,42,55964,43203,726,93,98.4,<30d,Current,MW,Agent,Consolidation,T8
AQQR5NU,57,62007,4092,634,208,106.2,Never,60-89,W,Agent,Federal,T5
H1767LU,40,36414,44516,647,352,95.6,>1yr,30-59,W,Agent,Federal,T4
1I5781B,53,79225,25310,757,0,105.5,<30d,30-59,NE,Web,Consolidation,T8
MVP8JPP,38,78923,3926,710,213,112.9,1-12mo,60-89,W,Mobile,Consolidation,T3
56QK4EN,56,49181,33577,706,160,113.6,1-12mo,60-89,S,IVR,Federal,T3
VV5Y7ZN,22,41081,61497,719,0,105.0,<30d,Current,NE,IVR,Federal,T8
FJBJM5S,29,67673,51684,592,122,107.5,<30d,30-59,MW,Mobile,Consolidation,T8
MZOWQB3,36,51040,72516,793,221,105.1,Never,90+,W,IVR,Federal,T5
LEVK00G,55,54934,95313,700,216,102.2,<30d,1-29,S,IVR,Consolidation,T8
OYIYH1D,34,44154,66392,782,272,112.2,Never,90+,W,IVR,Consolidation,T2
1EIDC2G,36,77678,62739,699,64,105.7,>1yr,30-59,S,Agent,Federal,T6
KMFWRHN,61,75677,17431,648,96,102.4,>1yr,Current,NE,Mobile,Consolidation,T6
MAS5R6N,64,38783,52715,655,0,115.0,>1yr,60-89,W,IVR,Consolidation,T3
600A7VS,64,28475,58140,624,0,109.9,>1yr,30-59,NE,Mobile,Federal,T3
0CJMITA,70,26628,61514,644,197,99.6,>1yr,1-29,S,IVR,Federal,T6
3V0PHWM,66,31303,47332,663,0,101.8,1-12mo,Current,MW,Mobile,Consolidation,T7
HC6FS4T,68,30821,51772,703,266,100.5,<30d,Current,NE,Agent,Federal,T4
8MACFGG,31,39776,45663,672,0,107.0,Never,90+,NE,IVR,Federal,T5
EJLC9C6,45,89165,36818,672,73,112.7,<30d,60-89,W,Agent,Federal,T3
LB8ZERZ,49,53709,45933,609,144,96.2,1-12mo,1-29,W,Web,Consolidation,T7
2V67XCY,29,57521,94019,726,327,111.0,Never,30-59,S,Web,Federal,T2
Q99IPJL,55,46927,49418,561,22,98.6,>1yr,Current,W,Web,Consolidation,T6
W7DWOFT,55,62920,69527,632,90,113.9,>1yr,30-59,NE,Agent,Consolidation,T3
2F76J0H,49,64799,36742,622,215,101.8,Never,Current,NE,Agent,Consolidation,T5
3WSWTP8,67,15000,22540,690,0,108.0,1-12mo,30-59,MW,Web,Consolidation,T7
EBX5FQW,57,65973,54532,718,294,96.4,>1yr,Current,MW,Web,Consolidation,T4
S19E5ZA,22,60586,76830,623,0,97.2,>1yr,Current,W,IVR,Federal,T6
KI3O3M8,66,83531,57497,699,267,110.0,Never,30-59,NE,Mobile,Federal,T2
4BSZK6E,36,15000,1246,764,80,102.7,Never,Current,W,IVR,Federal,T5
CVQ5QUN,54,83465,61035,603,166,114.3,<30d,60-89,MW,Web,Consolidation,T3
Y4GJQUD,28,61097,31278,735,307,111.7,<30d,60-89,MW,IVR,Federal,T2
RQ9ML48,28,58458,94592,754,70,110.2,<30d,30-59,MW,Mobile,Federal,T3
GGDEKIP,22,61863,49958,684,116,103.0,Never,1-29,W,Agent,Consolidation,T5
OTISSQW,32,59106,20498,641,161,100.1,Never,Current,W,IVR,Consolidation,T5
1FF1KOI,68,39472,56342,672,119,109.6,Never,90+,NE,Web,Consolidation,T3
E8WVPU7,52,44908,58158,679,6,110.0,Never,90+,NE,Mobile,Federal,T3
PE9Q2I4,46,51760,0,707,199,100.3,<30d,1-29,NE,Web,Consolidation,T8
EV4NGDA,66,30079,43187,764,101,98.3,Never,Current,MW,IVR,Federal,T5
H40QT8P,68,59669,26727,619,273,104.5,Never,1-29,MW,IVR,Federal,T4
S6L1O97,57,53941,58370,623,178,103.8,>1yr,Current,W,IVR,Federal,T6
PZZQM99,41,66800,55529,593,86,105.5,>1yr,30-59,NE,IVR,Consolidation,T6
HMF3RYR,31,50229,32323,707,1,110.3,>1yr,90+,S,IVR,Federal,T3
F12NWF3,42,91039,44485,810,165,101.0,1-12mo,1-29,MW,Agent,Federal,T7
6AYI2V3,34,51117,60482,752,115,108.9,>1yr,30-59,W,IVR,Federal,T3
D92P3AX,57,80526,78542,814,35,101.7,Never,1-29,W,Mobile,Federal,T5
WOOJ35N,61,51944,49818,602,341,97.1,1-12mo,90+,MW,Web,Consolidation,T4
PZGMICI,52,71140,41468,707,59,104.1,<30d,Current,S,IVR,Consolidation,T8
H815F8N,30,45925,17159,663,77,103.0,>1yr,1-29,S,Agent,Federal,T6
I6THTM6,29,44936,49061,640,254,102.9,>1yr,Current,NE,Agent,Consolidation,T4
36BEBGD,28,31096,11141,694,187,114.1,1-12mo,30-59,S,IVR,Federal,T3
GW97AAK,58,49336,25270,690,119,98.0,<30d,Current,MW,Agent,Federal,T8
6B3BX3F,32,62849,71191,658,195,105.3,1-12mo,60-89,S,Agent,Federal,T7
5DSZ28F,22,37895,12918,677,212,109.8,Never,30-59,S,Web,Consolidation,T3
H17VTA2,22,26623,51631,738,316,102.2,<30d,30-59,W,Agent,Federal,T4
P6US8SL,70,27444,75837,786,395,103.2,>1yr,30-59,MW,IVR,Consolidation,T4
3TVK3F6,59,28171,14272,718,316,95.2,1-12mo,60-89,NE,Agent,Federal,T4
XTVUMTW,41,47174,62624,552,31,97.4,1-12mo,1-29,W,Web,Consolidation,T7
D5HV7G9,32,54830,35456,696,182,113.5,<30d,30-59,MW,Mobile,Consolidation,T3
2XWRF94,43,65379,22244,766,229,112.5,>1yr,90+,W,Mobile,Consolidation,T3
D55Q67U,37,54489,43188,679,190,110.2,1-12mo,30-59,W,Mobile,Consolidation,T3
VC67OFC,59,34104,75071,825,207,104.9,Never,Current,MW,Mobile,Federal,T5
I9LSU2D,36,44096,97563,786,358,110.0,1-12mo,30-59,NE,IVR,Federal,T2
0XVFOZ3,48,55390,59681,633,620,102.9,>1yr,90+,W,Agent,Consolidation,T4
8YE21BF,40,59765,30571,646,0,104.9,>1yr,1-29,NE,IVR,Consolidation,T6
9UCOQXW,50,57335,58879,584,300,114.4,>1yr,60-89,MW,Mobile,Consolidation,T2
FK4B03X,61,40440,59960,624,333,107.1,1-12mo,60-89,W,Mobile,Consolidation,T2
ZICKR8G,56,20236,28310,786,148,106.2,1-12mo,30-59,MW,Mobile,Federal,T7
JEAGTOK,29,55416,22929,616,40,99.5,Never,Current,MW,IVR,Consolidation,T5
FQYWRTH,32,40915,20955,722,0,95.4,1-12mo,Current,NE,Agent,Consolidation,T7
M03MKUE,53,73014,49998,635,115,113.4,1-12mo,30-59,NE,IVR,Consolidation,T3
V76R3G1,47,81199,40872,645,108,113.6,Never,30-59,NE,Mobile,Federal,T3
EZSN9NM,25,48628,79544,707,275,95.3,<30d,Current,NE,Agent,Federal,T4
2HVDIE7,33,70061,70474,665,347,104.3,>1yr,90+,S,IVR,Consolidation,T4
A2UWFSQ,59,68387,6911,850,263,104.7,>1yr,Current,NE,Agent,Federal,T4
DFQP9IW,70,42880,40197,681,388,102.5,<30d,30-59,W,Mobile,Federal,T4
933CBXY,62,89784,14206,610,255,103.2,1-12mo,Current,S,Web,Consolidation,T4
B9R97R9,46,31749,18751,702,344,100.6,Never,90+,S,Web,Federal,T4
YQ3YOHD,63,34392,32107,648,485,112.0,Never,30-59,W,Web,Federal,T1
P7PFDL9,23,80875,1769,677,0,105.5,Never,30-59,S,Web,Consolidation,T5
5NP07F7,37,32781,27365,706,285,97.0,1-12mo,Current,NE,Agent,Consolidation,T4
JZQ2NX6,58,55926,73024,611,175,102.6,Never,Current,MW,IVR,Federal,T5
99T1CMP,29,44022,31349,758,319,111.0,1-12mo,60-89,NE,Agent,Federal,T2
ZZ6O3Y4,37,60685,28962,640,103,112.5,1-12mo,90+,NE,IVR,Federal,T3
TCKNB4F,66,38573,22236,672,198,98.0,Never,1-29,MW,IVR,Consolidation,T5
BB9NLFV,62,52107,72015,471,59,103.1,Never,Current,NE,Web,Federal,T5
09HYA91,47,55076,68435,810,230,102.7,<30d,1-29,NE,IVR,Consolidation,T8
K1WQARJ,54,70527,80379,657,221,95.4,<30d,Current,MW,Web,Federal,T8
N075OBX,65,81305,18544,702,0,106.4,1-12mo,30-59,NE,Agent,Consolidation,T7
NSSJ9XI,26,60255,18179,670,0,102.8,Never,Current,S,Web,Consolidation,T5
5DJ7BRP,46,36979,11177,779,86,102.3,>1yr,Current,NE,Mobile,Federal,T6
J50SINC,51,55836,20613,757,16,95.2,1-12mo,Current,MW,Mobile,Consolidation,T7
56G2ZQ4,59,95457,91827,738,170,112.1,<30d,60-89,NE,Mobile,Consolidation,T3
Z0WLTPM,40,74898,19463,713,0,114.4,1-12mo,30-59,W,Agent,Federal,T3
H10COZS,29,86997,55898,581,409,107.1,>1yr,90+,W,Mobile,Federal,T2
DOEMQFC,53,74628,48998,627,128,99.3,<30d,Current,W,Web,Consolidation,T8
552QTXS,52,95331,19178,657,326,110.5,1-12mo,90+,W,Mobile,Consolidation,T2
4PW18IG,54,38597,14273,714,338,106.2,<30d,90+,S,Web,Federal,T2
P0INTZD,61,36199,39695,553,60,111.4,1-12mo,30-59,S,Agent,Consolidation,T3
XLN1WMW,41,22087,43635,573,370,105.8,Never,30-59,S,Web,Consolidation,T2
VAC57LL,54,60224,61925,653,389,110.0,>1yr,30-59,NE,Agent,Federal,T1
I7LDN86,64,48503,19716,713,0,99.1,Never,Current,NE,Mobile,Federal,T5
T9ACKQ6,34,38682,40543,687,152,106.9,Never,30-59,MW,Web,Consolidation,T5
3APUPTM,44,84544,53014,735,0,99.1,<30d,Current,W,Web,Consolidation,T8
ZSO9SRM,51,65891,37985,592,372,108.9,1-12mo,30-59,W,Web,Federal,T2
B5JOB7Q,32,17972,75638,634,34,111.4,<30d,30-59,NE,IVR,Federal,T3
ZF9IZPF,47,65852,86628,663,62,110.6,Never,30-59,NE,IVR,Consolidation,T3
L0B0NNU,40,85442,53488,702,58,102.5,Never,Current,W,Agent,Consolidation,T5
35HWF3H,36,77923,85697,605,197,97.2,>1yr,Current,W,Web,Consolidation,T6
6C29OH7,40,52546,46361,679,227,97.5,<30d,Current,S,Mobile,Consolidation,T8
19TEBY1,27,37125,58771,761,262,114.5,1-12mo,60-89,MW,Mobile,Federal,T2
D4YHVG4,33,67658,30729,746,286,108.8,>1yr,30-59,MW,Mobile,Federal,T2
3TELMK4,69,48975,7209,537,188,102.1,1-12mo,1-29,W,Mobile,Federal,T7
51QJ3V0,32,44191,27700,597,0,105.4,Never,30-59,W,Web,Consolidation,T5
P250MWZ,68,74378,7638,658,158,97.8,1-12mo,Current,MW,IVR,Federal,T7
XI2PGIF,38,81616,76193,753,0,108.2,Never,60-89,W,Mobile,Federal,T3
6XC9922,66,42491,25286,775,91,108.9,Never,60-89,NE,IVR,Consolidation,T3
JQ6VSVP,57,15000,29527,739,60,97.5,1-12mo,Current,W,Agent,Federal,T7
ZXNZBMH,35,53556,109299,658,105,104.5,1-12mo,Current,NE,IVR,Federal,T7
24H7JZA,32,42067,33204,599,146,100.1,Never,Current,S,Web,Consolidation,T5
FJH16C1,70,64335,35780,691,342,110.7,>1yr,30-59,W,IVR,Consolidation,T2
69AAMND,56,59309,19912,624,190,107.0,1-12mo,30-59,S,Mobile,Federal,T7
0LJKJ1Q,70,64223,45799,640,102,103.2,Never,Current,S,Web,Federal,T5
I0NPJCC,49,49319,15069,656,82,112.0,Never,60-89,W,IVR,Federal,T3
TP64ONL,35,42880,29988,577,250,102.9,1-12mo,Current,W,Mobile,Consolidation,T7
VKZ6AXY,70,83746,70501,625,469,103.1,<30d,30-59,NE,Web,Federal,T4
TDOLG4U,29,37504,50996,572,258,103.4,<30d,Current,W,Mobile,Federal,T4
IU5JTWR,30,69332,44571,721,585,102.2,<30d,60-89,MW,IVR,Federal,T4
Q6SV84O,22,57954,36859,751,342,104.7,<30d,30-59,W,Web,Federal,T4
3O07D2L,56,39850,50297,767,223,101.4,1-12mo,1-29,MW,IVR,Consolidation,T7
94PZULB,68,94304,76293,678,355,114.2,>1yr,60-89,NE,IVR,Consolidation,T1
KCL8H5D,54,52911,63601,694,317,112.1,<30d,30-59,MW,Web,Consolidation,T2
K5G7FB7,54,36796,49755,730,297,103.4,Never,1-29,S,Web,Federal,T4
JI2AXNL,37,49659,49482,637,73,98.5,>1yr,Current,MW,Mobile,Consolidation,T6
9DX3GNH,50,99153,72728,722,419,101.2,>1yr,60-89,MW,IVR,Federal,T4
KIHFBRP,47,61595,58753,715,64,101.7,1-12mo,Current,S,Web,Federal,T7
2HRIGGR,70,45759,34067,693,67,99.1,1-12mo,Current,W,Mobile,Consolidation,T7
KHPYSSG,39,79160,17795,657,0,103.2,1-12mo,Current,NE,Web,Consolidation,T7
56NJ3MT,25,54831,40309,814,0,96.8,1-12mo,Current,S,IVR,Consolidation,T7
BEXCFX0,54,41737,57570,622,274,106.2,>1yr,30-59,S,Agent,Consolidation,T2
VLU249X,38,49030,60580,654,6,96.2,<30d,Current,S,Web,Consolidation,T8
GUZGJWG,28,52895,70545,665,0,104.4,>1yr,Current,NE,Agent,Federal,T6
9PFQIYF,59,53445,28181,719,145,100.4,<30d,Current,MW,Agent,Federal,T8
XJMZAEV,64,84543,67631,789,0,108.8,1-12mo,90+,S,IVR,Federal,T3
S9NCVVO,26,46244,63593,670,17,104.5,Never,Current,NE,Agent,Federal,T5
IKI6LBB,22,71423,57209,758,171,104.4,1-12mo,Current,NE,IVR,Consolidation,T7
YVQYAXW,36,47438,41104,694,208,110.3,Never,30-59,W,Mobile,Federal,T3
DC0RMHX,39,70639,37822,688,76,103.8,<30d,Current,W,Mobile,Consolidation,T8
5RFP6E6,45,77822,45411,744,151,97.2,<30d,Current,S,IVR,Federal,T8
7BWTQQ7,54,44706,0,800,388,106.9,1-12mo,30-59,W,Mobile,Federal,T2
VR793ZN,63,50687,48429,695,166,102.9,1-12mo,1-29,S,Mobile,Federal,T7
KTEZJ9D,31,51560,48905,692,299,108.5,<30d,30-59,S,Web,Consolidation,T2
3PU3U9X,33,34541,30012,832,0,114.9,>1yr,60-89,S,Mobile,Consolidation,T3
LE9V6S0,47,61727,75690,680,276,104.6,1-12mo,Current,W,IVR,Federal,T4
HT5434U,46,34135,0,736,256,106.6,>1yr,60-89,W,Agent,Federal,T2
2TVW1YA,58,66409,0,682,193,104.0,Never,Current,NE,Mobile,Federal,T5
MJSNAEQ,61,63676,34958,705,374,105.0,1-12mo,30-59,W,Mobile,Consolidation,T4
PYVKT9K,62,42284,70798,687,254,104.2,>1yr,1-29,S,IVR,Consolidation,T4
Y8KIDON,56,15000,66082,774,151,109.7,1-12mo,60-89,S,Web,Consolidation,T3
ZFTBDK8,23,38946,34710,675,263,112.9,Never,30-59,W,IVR,Federal,T2
APZX3MR,69,58480,98325,573,111,106.9,Never,60-89,S,Web,Federal,T5
8LWTNWT,45,36162,32014,600,263,99.3,1-12mo,Current,NE,Agent,Consolidation,T4
N0UP4D1,43,82972,71073,652,424,113.9,1-12mo,30-59,W,Web,Consolidation,T2
NFUSNRB,61,81022,34996,726,373,103.5,Never,30-59,NE,Web,Federal,T4
9V78TKC,34,23521,40575,707,4,102.0,1-12mo,Current,W,Web,Consolidation,T7
AWZAR5V,23,64977,51374,743,202,106.4,>1yr,60-89,S,Mobile,Consolidation,T6
K8BYSS8,69,61350,41380,666,46,102.0,<30d,1-29,S,Agent,Consolidation,T8
J34W7KP,56,57100,43075,682,48,99.6,<30d,Current,S,Agent,Federal,T8
E8AUUK2,60,38867,19485,688,266,107.7,>1yr,90+,S,Agent,Federal,T2
MDTOOG7,23,29738,50466,617,0,106.4,Never,30-59,NE,Mobile,Consolidation,T5
PZYHU8P,29,66537,92401,553,675,97.4,<30d,30-59,W,IVR,Consolidation,T4
I9WBH82,57,69422,0,700,246,112.1,<30d,60-89,NE,Agent,Consolidation,T3
6812ZPU,36,34161,43194,594,120,104.7,>1yr,1-29,S,IVR,Consolidation,T6
A9AZB4Y,58,50102,43165,579,278,111.0,>1yr,30-59,S,Agent,Consolidation,T2
7GCESJM,63,36124,27039,743,126,98.7,Never,Current,W,IVR,Federal,T5
ANXFL57,37,87264,43911,713,181,103.9,Never,Current,NE,IVR,Consolidation,T5
ZP21AQJ,67,42635,68274,609,244,104.4,<30d,Current,S,Mobile,Federal,T8
AVCWIM2,30,47395,63332,564,175,98.7,>1yr,Current,NE,Mobile,Consolidation,T6
FRBL5OR,33,59139,17022,631,347,103.8,<30d,30-59,W,Mobile,Consolidation,T4
JZTBTY8,61,53477,13258,532,326,102.4,>1yr,60-89,MW,Mobile,Consolidation,T4
RVW0HMT,46,85199,0,644,60,98.6,>1yr,Current,S,Agent,Federal,T6
PSX9MTG,49,36682,70997,692,420,95.5,>1yr,60-89,NE,IVR,Federal,T4
KJOJ0ME,32,63617,31420,663,73,101.2,1-12mo,1-29,MW,Agent,Federal,T7
TVH7CFB,31,69479,74095,705,204,108.1,>1yr,30-59,S,Mobile,Consolidation,T3
NMFB9Z9,40,53947,56839,661,103,105.4,1-12mo,30-59,NE,Web,Federal,T7
Z431D7R,46,43860,45197,747,0,114.2,<30d,30-59,MW,Web,Consolidation,T3
AYJKRHD,57,52589,60865,619,397,100.2,1-12mo,30-59,MW,Agent,Consolidation,T4
AE4JS6A,59,49789,0,654,91,103.4,Never,1-29,NE,IVR,Consolidation,T5
XV8DTLN,54,83652,16811,650,385,106.4,1-12mo,60-89,MW,Agent,Federal,T2
AR63TWT,22,39371,60319,689,319,106.2,1-12mo,60-89,MW,Agent,Consolidation,T2
ID1F1JN,60,47608,58857,717,271,109.8,Never,60-89,NE,Agent,Consolidation,T2
WJSD7EK,27,77408,6811,690,249,96.9,Never,Current,W,Mobile,Consolidation,T5
X9RN5J6,50,30046,65998,622,310,101.2,>1yr,30-59,S,Web,Consolidation,T4
HGRIQGP,33,49376,4748,660,296,106.6,>1yr,30-59,S,Web,Federal,T2
7MIY9YO,60,39456,24446,704,113,109.3,<30d,60-89,MW,Mobile,Federal,T3
1NQJFLB,46,41062,0,714,275,113.5,Never,30-59,S,Agent,Consolidation,T2
XF7FVQB,50,76818,103475,640,295,99.6,<30d,1-29,NE,Web,Federal,T4
HT0QHA5,62,63551,52386,687,253,99.0,>1yr,Current,NE,Mobile,Consolidation,T4
W6ALE63,35,67186,49858,620,214,100.7,>1yr,Current,S,IVR,Consolidation,T6
7WIZY6V,51,56221,66332,729,108,104.1,>1yr,Current,W,IVR,Consolidation,T6
IVDI4WQ,67,71206,49646,746,386,114.5,Never,60-89,S,Web,Consolidation,T1
H4NCTQ4,39,70354,45757,686,76,103.7,1-12mo,Current,NE,IVR,Consolidation,T7
PQDH4VV,47,79203,57503,714,44,107.7,Never,90+,S,Mobile,Consolidation,T5
Q1RG16V,55,42581,36325,600,36,103.0,>1yr,Current,S,IVR,Consolidation,T6
QUABRJN,29,31014,33177,657,319,106.9,<30d,60-89,S,Agent,Federal,T2
9CDNAE8,39,67450,52353,583,183,101.0,1-12mo,Current,W,Agent,Federal,T7
DW69JHD,68,15000,94206,619,81,111.7,1-12mo,60-89,S,IVR,Federal,T3
9U681XR,43,56257,89997,839,421,111.8,<30d,30-59,NE,IVR,Consolidation,T2
4S082AR,36,108904,0,629,0,95.1,Never,Current,S,Web,Consolidation,T5
QZXYH0U,30,60801,11631,741,266,110.2,<30d,60-89,MW,Web,Consolidation,T2
LZB4QGK,31,60553,81610,609,294,97.5,<30d,Current,W,Mobile,Federal,T4
DL8B69Z,42,32093,45612,588,46,100.7,1-12mo,Current,W,IVR,Consolidation,T7
EGS733Q,54,15000,45967,696,255,112.2,<30d,30-59,W,IVR,Consolidation,T2
YSQVGEO,55,65645,37119,684,49,106.4,Never,90+,MW,Agent,Consolidation,T5
BA1QDRR,29,24209,10081,636,333,102.4,<30d,30-59,W,Agent,Federal,T4
XEBJMNF,49,32746,70433,608,165,109.8,Never,90+,NE,Web,Consolidation,T3
9E3WRPF,30,57855,61044,650,319,108.9,<30d,30-59,W,IVR,Federal,T2
PJXHBGS,54,68688,50208,607,156,107.2,<30d,60-89,NE,Agent,Consolidation,T8
TG33YZX,69,94233,23461,735,88,108.5,1-12mo,30-59,MW,Mobile,Consolidation,T3
466ZL4Z,65,44428,0,700,348,113.1,Never,60-89,W,IVR,Federal,T2
K36KF2V,27,57072,43480,625,281,104.4,>1yr,Current,NE,Mobile,Consolidation,T4
7HI3F2L,27,61749,58053,650,169,113.7,<30d,30-59,MW,IVR,Consolidation,T3
KNYUJ6V,31,77455,38931,590,0,103.6,1-12mo,Current,NE,Mobile,Consolidation,T7
D3MNHZG,63,58523,45536,658,9,113.9,>1yr,60-89,NE,IVR,Federal,T3
3QR2UEN,43,73829,54419,548,0,114.8,1-12mo,30-59,NE,IVR,Consolidation,T3
SB85C6L,49,64955,0,622,112,99.6,Never,Current,W,Mobile,Federal,T5
DSYXKNT,54,52683,25483,704,333,95.4,>1yr,30-59,NE,Mobile,Consolidation,T4
MVS8V7M,54,82939,4824,669,111,104.5,Never,Current,S,IVR,Federal,T5
EBTJG3T,65,33071,17756,593,277,104.5,>1yr,Current,W,IVR,Federal,T4
BK4HF29,31,70282,94350,654,10,104.7,Never,Current,W,IVR,Consolidation,T5
WCVP80J,37,22231,47278,711,296,103.4,<30d,Current,W,IVR,Federal,T4
7VPIIT8,57,79380,79260,673,149,107.6,>1yr,60-89,W,Web,Consolidation,T6
3H8TU88,56,62333,77258,632,0,96.1,Never,Current,NE,IVR,Consolidation,T5
4S4MMJI,49,37172,50656,660,0,99.0,>1yr,Current,NE,Agent,Federal,T6
HQFNUGS,34,68561,71108,597,66,96.8,Never,Current,MW,Mobile,Federal,T5
0393KPM,39,53955,40673,646,187,95.6,>1yr,Current,MW,Agent,Consolidation,T6
M3WJPV2,39,62384,14028,571,209,114.3,1-12mo,60-89,S,IVR,Consolidation,T3
209O6PR,48,34376,79512,614,38,111.0,<30d,30-59,S,Mobile,Consolidation,T3
ROCWDPT,27,75854,0,713,0,104.0,1-12mo,1-29,W,IVR,Consolidation,T7
0GTA8XI,24,61615,61259,678,435,95.6,1-12mo,30-59,NE,Mobile,Consolidation,T4
ZAXXGHS,42,56713,60516,758,244,108.8,<30d,30-59,NE,Agent,Consolidation,T3
VCEQSOB,69,68004,281,644,160,97.7,<30d,1-29,W,Web,Federal,T8
FGIYIAT,48,58582,3968,658,0,102.2,>1yr,Current,NE,Web,Consolidation,T6
DNMMPFC,55,45987,41760,718,293,97.2,Never,Current,MW,IVR,Consolidation,T4
TXMEBYX,34,89496,41350,717,208,101.0,>1yr,Current,W,Web,Federal,T6
MN790XT,50,67497,14569,726,303,104.8,Never,30-59,NE,Web,Consolidation,T4
IGKGPEY,54,52021,13320,749,52,107.5,Never,30-59,NE,Web,Consolidation,T5
TOLXHY6,50,58442,5079,798,218,107.0,Never,90+,W,Agent,Federal,T5
SJ0D2SW,45,41403,0,607,0,96.4,1-12mo,1-29,W,IVR,Federal,T7
JYJC4Y3,65,15000,42220,689,188,107.2,Never,30-59,MW,Agent,Federal,T5
OT7A2OH,54,61444,104915,688,136,107.1,1-12mo,30-59,MW,Agent,Federal,T7
K0K7BC5,58,73223,86985,695,118,106.1,>1yr,30-59,W,Mobile,Federal,T6
N01H1L3,30,87134,68807,607,234,109.5,1-12mo,60-89,W,Agent,Federal,T3
PB2UOFQ,63,67379,43255,787,390,112.9,Never,30-59,MW,Mobile,Consolidation,T1
J1GUG4N,36,49058,59426,553,0,101.8,1-12mo,Current,NE,Mobile,Federal,T7
EHM8FOT,24,68457,24803,672,0,99.6,>1yr,Current,NE,IVR,Consolidation,T6
WRTMOGU,32,51261,62689,719,149,113.4,<30d,30-59,NE,Web,Consolidation,T3
CSYSWGX,61,87703,43936,607,246,112.8,>1yr,90+,S,Mobile,Consolidation,T3
CF5VQHC,61,49969,66663,669,338,110.8,>1yr,60-89,MW,IVR,Federal,T2
EVFEUBY,28,24549,31301,574,149,112.1,1-12mo,30-59,NE,Mobile,Federal,T3
F7J0WMD,22,43715,17721,672,266,111.3,>1yr,30-59,NE,IVR,Consolidation,T2
2WNMVGI,41,53751,69311,574,120,97.6,1-12mo,1-29,S,IVR,Consolidation,T7
YA9QURY,50,71687,73380,734,130,112.1,>1yr,30-59,S,Web,Federal,T3
JYJT1GE,58,48358,0,735,167,114.6,<30d,90+,NE,Mobile,Consolidation,T3
SB9KYC8,48,27519,36165,715,297,110.0,<30d,30-59,NE,Agent,Consolidation,T2
NLWI7ZN,36,61021,55979,691,10,100.8,Never,Current,MW,IVR,Federal,T5
LIWU0Y3,33,46474,30040,743,308,106.4,Never,60-89,S,Agent,Federal,T2
RGJ8FOR,23,71873,39109,743,99,107.0,>1yr,60-89,MW,Mobile,Consolidation,T6
NUJGGZN,35,40351,23282,680,87,106.9,<30d,90+,W,Web,Consolidation,T8
48G94NL,34,53124,26041,651,202,104.6,1-12mo,Current,NE,Agent,Consolidation,T7
WLJ6TFY,41,50177,62182,755,116,113.6,>1yr,60-89,W,Agent,Consolidation,T3
3ZWRX8B,56,57444,97691,740,0,107.3,<30d,30-59,S,Mobile,Consolidation,T8
YIEUV2J,31,83540,70669,698,0,102.2,1-12mo,Current,NE,IVR,Federal,T7
HKFA6X6,65,46744,51010,560,229,96.7,<30d,1-29,W,IVR,Consolidation,T8
V7KM9L9,40,37412,80947,603,0,100.8,>1yr,Current,MW,Agent,Federal,T6
WQ9Q0FM,41,58847,47882,558,0,98.3,>1yr,Current,NE,Web,Consolidation,T6
BAU039R,70,80547,74529,708,255,103.3,1-12mo,1-29,W,Mobile,Consolidation,T4
B5YT1CD,57,106708,61833,796,417,95.3,1-12mo,30-59,W,Mobile,Federal,T4
BZ0DK20,56,59179,32660,519,87,102.5,>1yr,Current,MW,Agent,Consolidation,T6
L2MX7ZD,23,35444,45927,748,123,99.6,1-12mo,Current,W,Mobile,Consolidation,T7
KGSLZWA,47,65971,50199,700,206,103.0,<30d,Current,MW,Mobile,Consolidation,T8
9N2Z5KD,66,15471,104743,708,265,106.6,Never,30-59,NE,Web,Federal,T2
LM2Q0XF,38,40884,18938,657,32,114.0,1-12mo,30-59,W,Web,Federal,T3
R1Q7XPI,52,59557,63379,743,264,114.2,1-12mo,60-89,NE,IVR,Consolidation,T2
EDSCR1P,35,39102,80025,650,111,105.0,1-12mo,1-29,S,Agent,Federal,T7
9QLH5FU,51,71246,58310,743,368,98.6,1-12mo,30-59,W,Web,Federal,T4
DNK9FZV,55,61875,66593,709,13,113.4,Never,30-59,MW,IVR,Federal,T3
KOKSBNU,66,32894,52752,781,383,111.3,<30d,60-89,W,Mobile,Federal,T2
GYO787X,24,34761,63309,713,120,105.2,Never,60-89,NE,Web,Federal,T5
